NUMBER,NAME,TYPE,LAST_ERUPTION,COUNTRY,REGION,SUBREGION,LATITUDE,LONGITUDE,ELEVATION,POPULATION_5,POPULATION_10,POPULATION_30,POPULATION_100
312132,Unnamed,Lava dome,Unknown,United States,Alaska,Alaska Peninsula,57.87,-155.411,402,0,0,0,88
312140,Martin,Stratovolcano,1953,United States,Alaska,Alaska Peninsula,58.172,-155.361,1863,0,0,0,914
312150,Mageik,Stratovolcano,-500,United States,Alaska,Alaska Peninsula,58.195,-155.253,2165,0,0,0,376
312160,Trident,Stratovolcano,1974,United States,Alaska,Alaska Peninsula,58.236,-155.1,1864,0,0,0,117
312170,Katmai,Stratovolcano,1912,United States,Alaska,Alaska Peninsula,58.28,-154.963,2047,0,0,0,128
312180,Novarupta,Caldera,1912,United States,Alaska,Alaska Peninsula,58.27,-155.157,841,0,0,0,667
312190,Griggs,Stratovolcano,-1790,United States,Alaska,Alaska Peninsula,58.354,-155.092,2317,0,0,0,654
312200,Snowy Mountain,Stratovolcano(es),1710,United States,Alaska,Alaska Peninsula,58.336,-154.682,2162,0,0,0,248
312210,Denison,Stratovolcano,Unknown,United States,Alaska,Alaska Peninsula,58.418,-154.449,2287,0,0,0,119
312220,Steller,Stratovolcano,Unknown,United States,Alaska,Alaska Peninsula,58.43,-154.4,2272,0,0,0,118
312230,Kukak,Stratovolcano,Unknown,United States,Alaska,Alaska Peninsula,58.453,-154.355,2043,0,0,0,125
312250,Kaguyak,Lava dome(s),-3850,United States,Alaska,Alaska Peninsula,58.608,-154.028,901,0,0,0,60
312260,Fourpeaked,Stratovolcano,2006,United States,Alaska,Alaska Peninsula,58.77,-153.672,2105,0,0,0,165
312270,Douglas,Stratovolcano,Unknown,United States,Alaska,Alaska Peninsula,58.855,-153.542,2140,0,0,0,134
313010,Augustine,Lava dome(s),2006,United States,Alaska,Alaska (southwestern),59.363,-153.43,1252,0,0,0,759
313020,Iliamna,Stratovolcano,1876,United States,Alaska,Alaska (southwestern),60.032,-153.09,3053,0,0,1,7564
313030,Redoubt,Stratovolcano,2009,United States,Alaska,Alaska (southwestern),60.485,-152.742,3108,0,0,1,32410
313040,Spurr,Stratovolcano,1992,United States,Alaska,Alaska (southwestern),61.299,-152.251,3374,0,0,0,11097
313050,Hayes,Stratovolcano,1200,United States,Alaska,Alaska (southwestern),61.64,-152.411,3034,0,0,0,151
314010,St. Paul Island,Shield,-1280,United States,Alaska,Alaska (western),57.18,-170.3,203,582,582,582,783
314030,Ingakslugwat Hills,Pyroclastic cone(s),Unknown,United States,Alaska,Alaska (western),61.43,-164.47,190,0,0,0,4271
314040,St. Michael,Shield(s),Unknown,United States,Alaska,Alaska (western),63.45,-162.12,715,662,662,662,2625
314060,Imuruk Lake,Shield(s),300,United States,Alaska,Alaska (western),65.517,-163.45,610,0,0,0,0
315001,Buzzard Creek,Tuff ring(s),-1050,United States,Alaska,Alaska (eastern),64.062,-148.433,830,0,0,12,79489
315020,Wrangell,Shield,1912,United States,Alaska,Alaska (eastern),62.006,-144.017,4278,0,0,0,1844
315030,Churchill,Stratovolcano,847,United States,Alaska,Alaska (eastern),61.38,-141.75,5005,0,0,0,95
315040,Edgecumbe,Stratovolcano(es),-2220,United States,Alaska,Alaska (eastern),57.05,-135.75,970,0,0,6613,7074
315050,Duncan Canal,Volcanic field,Unknown,United States,Alaska,Alaska (eastern),56.5,-133.1,15,0,0,60,7558
315060,Tlevak Strait-Suemez Is.,Volcanic field,Unknown,United States,Alaska,Alaska (eastern),55.25,-133.3,50,0,0,1596,6552
315070,Behm Canal-Rudyerd Bay,Pyroclastic cone(s),Unknown,United States,Alaska,Alaska (eastern),55.32,-131.05,500,0,0,6,15569
320010,Fort Selkirk,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,62.93,-137.38,1239,6,6,6,491
320020,Alligator Lake,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,60.42,-135.42,2217,0,0,47,20636
320030,Atlin Volcanic Field,Pyroclastic cone(s),Unknown,Canada,Canada and Western USA,Canada,59.68,-133.32,1880,0,0,94,956
320031,Tuya Volcanic Field,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,59.37,-130.58,2123,0,0,0,665
320040,Heart Peaks,Shield,Unknown,Canada,Canada and Western USA,Canada,58.6,-131.97,2012,0,0,0,261
320050,Level Mountain,Shield,Unknown,Canada,Canada and Western USA,Canada,58.42,-131.35,2164,0,0,0,636
320060,Edziza,Stratovolcano,950,Canada,Canada and Western USA,Canada,57.72,-130.63,2786,0,0,0,898
320070,Spectrum Range,Shield,Unknown,Canada,Canada and Western USA,Canada,57.43,-130.68,2430,0,0,0,386
320080,Hoodoo Mountain,Subglacial,-7050,Canada,Canada and Western USA,Canada,56.78,-131.28,1850,0,0,0,2330
320090,Iskut-Unuk River Cones,Pyroclastic cone(s),1800,Canada,Canada and Western USA,Canada,56.58,-130.55,1880,0,0,0,663
320100,Tseax River Cone,Pyroclastic cone,1690,Canada,Canada and Western USA,Canada,55.12,-128.9,609,0,0,928,23623
320110,Crow Lagoon,Pyroclastic cone,Unknown,Canada,Canada and Western USA,Canada,54.7,-130.23,335,0,0,456,13541
320120,Milbanke Sound Group,Pyroclastic cone(s),Unknown,Canada,Canada and Western USA,Canada,52.5,-128.73,335,574,574,574,2792
320140,Nazko,Pyroclastic cone(s),-5220,Canada,Canada and Western USA,Canada,52.928,-123.732,1238,4,8,674,25892
320150,Wells Gray-Clearwater,Pyroclastic cone(s),1550,Canada,Canada and Western USA,Canada,52.33,-120.57,2576,716,716,716,18280
320160,Silverthrone,Caldera,Unknown,Canada,Canada and Western USA,Canada,51.43,-126.3,3160,7,7,67,1278
320170,Bridge River Cones,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,50.8,-123.4,2500,55,55,219,15871
320180,Meager,Complex,-410,Canada,Canada and Western USA,Canada,50.63,-123.5,2680,1,111,307,17662
320190,Garibaldi Lake,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,49.933,-123,2316,6635,6635,28109,2218089
320200,Garibaldi,Stratovolcano,-8060,Canada,Canada and Western USA,Canada,49.85,-123,2678,0,22,16058,2264818
320811,Cayley Volcanic Field,Volcanic field,Unknown,Canada,Canada and Western USA,Canada,50.12,-123.28,2375,0,0,0,0
321010,Baker,Stratovolcano(es),1880,United States,Canada and Western USA,USA (Washington),48.777,-121.813,3285,0,46,8568,1990504
321020,Glacier Peak,Stratovolcano,1700,United States,Canada and Western USA,USA (Washington),48.112,-121.113,3213,0,0,23,1340896
321030,Rainier,Stratovolcano,1450,United States,Canada and Western USA,USA (Washington),46.853,-121.76,4392,0,128,3187,2667609
321040,Adams,Stratovolcano,950,United States,Canada and Western USA,USA (Washington),46.206,-121.49,3742,0,70,4019,393303
321050,St. Helens,Stratovolcano,2008,United States,Canada and Western USA,USA (Washington),46.2,-122.18,2549,78,427,2221,2173101
321060,West Crater,Volcanic field,-5750,United States,Canada and Western USA,USA (Washington),45.88,-122.08,1329,505,505,14359,2225092
321070,Indian Heaven,Shield(s),-6250,United States,Canada and Western USA,USA (Washington),45.93,-121.82,1806,687,687,6911,2019828
322010,Hood,Stratovolcano,1866,United States,Canada and Western USA,USA (Oregon),45.374,-121.695,3426,0,850,9721,2067520
322020,Jefferson,Stratovolcano,950,United States,Canada and Western USA,USA (Oregon),44.674,-121.8,3199,0,0,823,556054
322030,Blue Lake Crater,Maar,680,United States,Canada and Western USA,USA (Oregon),44.411,-121.774,1230,19,308,6914,286219
322040,Sand Mountain Field,Pyroclastic cone(s),-950,United States,Canada and Western USA,USA (Oregon),44.38,-121.93,1664,89,89,1574,519291
322060,Belknap,Shield(s),480,United States,Canada and Western USA,USA (Oregon),44.285,-121.841,2095,0,0,6518,362091
322070,Three Sisters,Complex,440,United States,Canada and Western USA,USA (Oregon),44.133,-121.767,3159,0,0,5672,279885
322090,Bachelor,Stratovolcano,-5800,United States,Canada and Western USA,USA (Oregon),43.979,-121.688,2763,18,24,22514,231420
322100,Davis Lake,Volcanic field,-2790,United States,Canada and Western USA,USA (Oregon),43.57,-121.82,2163,1440,1440,7483,164597
322110,Newberry,Shield,690,United States,Canada and Western USA,USA (Oregon),43.722,-121.229,2434,0,0,16437,180091
322120,Devils Garden,Volcanic field,Unknown,United States,Canada and Western USA,USA (Oregon),43.512,-120.861,1698,51,51,287,162601
322150,Cinnamon Butte,Pyroclastic cone(s),Unknown,United States,Canada and Western USA,USA (Oregon),43.241,-122.108,1956,113,113,913,69577
322160,Crater Lake,Caldera,-2850,United States,Canada and Western USA,USA (Oregon),42.93,-122.12,2487,52,52,366,272674
322170,Diamond Craters,Volcanic field,-5610,United States,Canada and Western USA,USA (Oregon),43.1,-118.75,1435,66,66,136,6969
322190,Jordan Craters,Volcanic field,-1250,United States,Canada and Western USA,USA (Oregon),43.147,-117.46,1473,0,0,28,232946
323010,Shasta,Stratovolcano,1250,United States,Canada and Western USA,USA (California),41.409,-122.193,4317,0,35,19785,265016
323020,Medicine Lake,Shield,1060,United States,Canada and Western USA,USA (California),41.611,-121.554,2412,0,0,254,120685
323080,Lassen Volcanic Center,Stratovolcano,1917,United States,Canada and Western USA,USA (California),40.492,-121.508,3187,0,9,2340,439135
323100,Clear Lake,Volcanic field,Unknown,United States,Canada and Western USA,USA (California),38.97,-122.77,1439,52801,52801,71791,1059280
323110,Mono Lake Volcanic Field,Pyroclastic cone(s),1790,United States,Canada and Western USA,USA (California),38,-119.03,2121,1066,1066,1491,65028
323120,Mono-Inyo Craters,Lava dome(s),1380,United States,Canada and Western USA,USA (California),37.804,-119.029,2796,558,7393,9048,82160
323150,Mammoth Mountain,Lava dome(s),1260,United States,Canada and Western USA,USA (California),37.631,-119.032,3369,2220,6242,7745,77851
323160,Ubehebe Craters,Maar(s),-150,United States,Canada and Western USA,USA (California),37.02,-117.45,752,18,94,262,15354
323200,Salton Buttes,Lava dome(s),210,United States,Canada and Western USA,USA (California),33.197,-115.616,-40,227,408,38579,1214088
324010,Black Butte Crater Lava Field,Shield,-8400,United States,Canada and Western USA,USA (Idaho),43.183,-114.352,1478,119,158,4440,171376
324020,Craters of the Moon,Pyroclastic cone(s),-130,United States,Canada and Western USA,USA (Idaho),43.42,-113.5,2005,15,15,1459,93300
324030,Wapi Lava Field,Shield,-300,United States,Canada and Western USA,USA (Idaho),42.88,-113.22,1604,6,6,1394,172539
324040,Hell's Half Acre,Shield,-3250,United States,Canada and Western USA,USA (Idaho),43.5,-112.45,1631,0,305,12646,295506
326010,Soda Lakes,Maar(s),Unknown,United States,Canada and Western USA,USA (Nevada),39.53,-118.87,1251,1616,11149,25655,557259
327040,Markagunt Plateau,Volcanic field,1050,United States,Canada and Western USA,USA (Utah),37.58,-112.67,2840,970,970,1887,186184
327050,Black Rock Desert,Volcanic field,1290,United States,Canada and Western USA,USA (Utah),38.97,-112.5,1800,3292,3292,3679,54291
327110,Carrizozo,Pyroclastic cone(s),-3250,United States,Canada and Western USA,USA (New Mexico),33.78,-105.93,1731,2,11,2596,89711
327120,Zuni-Bandera,Volcanic field,-1170,United States,Canada and Western USA,USA (New Mexico),34.8,-108,2550,18,18,246,54738
327812,Red Hill,Volcanic field,-9450,United States,Canada and Western USA,USA (New Mexico),34.25,-108.83,2300,0,0,0,0
328010,Dotsero,Maar,-2200,United States,Canada and Western USA,USA (Colorado),39.661,-107.035,2230,725,4821,30534,182405
329010,Uinkaret Field,Volcanic field,1100,United States,Canada and Western USA,USA (Arizona),36.38,-113.13,1555,92,92,170,149617
329020,San Francisco Volcanic Field,Pyroclastic cone,1075,United States,Canada and Western USA,USA (Arizona),35.347,-111.678,3850,23157,23157,70472,190983
331005,West Valley Segment,Submarine,Unknown,Canada,Hawaii and Pacific Ocean,Pacific Ocean (northern),48.78,-128.64,-2550,0,0,0,0
331010,Endeavour Segment,Submarine,-3490,Canada,Hawaii and Pacific Ocean,Pacific Ocean (northern),47.95,-129.1,-2050,0,0,0,0
331011,Cobb Segment,Submarine,-1180,Canada,Hawaii and Pacific Ocean,Pacific Ocean (northern),46.88,-129.33,-2100,0,0,0,0
332000,Kama'ehuakanaloa,Submarine,1996,United States,Hawaii and Pacific Ocean,Hawaiian Islands,18.92,-155.27,-975,0,0,0,105623
332010,Kilauea,Shield,2022,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.421,-155.287,1222,3122,3122,8495,169550
332020,Mauna Loa,Shield,1984,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.475,-155.608,4170,45,45,1906,175315
332030,Mauna Kea,Shield,-2460,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.82,-155.47,4205,126,126,9950,166888
332040,Hualalai,Shield,1801,United States,Hawaii and Pacific Ocean,Hawaiian Islands,19.692,-155.87,2523,35906,35906,46959,166240
332060,Haleakala,Shield,1750,United States,Hawaii and Pacific Ocean,Hawaiian Islands,20.708,-156.25,3055,26074,26074,65398,157582
333010,Teahitia,Submarine,1985,France,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.564,-148.821,-1743,0,0,0,203248
333020,Rocard,Submarine,1972,France,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.662,-148.586,-2515,0,0,0,64007
333030,Moua Pihaa,Submarine,1970,France,Hawaii and Pacific Ocean,Pacific Ocean (central),-18.325,-148.525,-312,0,0,0,17065
333040,Mehetia,Stratovolcano,Unknown,France,Hawaii and Pacific Ocean,Pacific Ocean (central),-17.874,-148.068,389,114,114,114,114
341000,"Prieto, Cerro",Lava dome,Unknown,Mexico,M̩xico and Central America,Mexico,32.418,-115.305,223,4506,15945,571710,1308761
341001,Pinacate,Pyroclastic cone(s),Unknown,Mexico,M̩xico and Central America,Mexico,31.85,-113.5,1183,92,92,408,62753
341003,"San Luis, Isla",Tuff cone,Unknown,Mexico,M̩xico and Central America,Mexico,29.97,-114.4,180,0,1,606,18532
341004,Jaraguay Volcanic Field,Pyroclastic cone(s),Unknown,Mexico,M̩xico and Central America,Mexico,29.33,-114.5,960,1933,1933,3141,21934
341005,Coronado,Stratovolcano,Unknown,Mexico,M̩xico and Central America,Mexico,29.08,-113.513,440,2,37,1096,17157
341006,Guadalupe,Shield,Unknown,Mexico,M̩xico and Central America,Mexico,29.07,-118.28,1100,0,0,0,0
341007,San Borja Volcanic Field,Pyroclastic cone(s),Unknown,Mexico,M̩xico and Central America,Mexico,28.5,-113.75,1360,722,722,2558,45359
341011,"Tortuga, Isla",Shield,Unknown,Mexico,M̩xico and Central America,Mexico,27.438,-111.881,224,0,0,401,26978
341012,Comondu-La Purisima,Volcanic field,Unknown,Mexico,M̩xico and Central America,Mexico,26,-111.92,780,1033,1033,2365,43271
341020,Barcena,Pyroclastic cone(s),1953,Mexico,M̩xico and Central America,Mexico,19.3,-110.82,332,0,0,0,0
341021,Socorro,Shield,1994,Mexico,M̩xico and Central America,Mexico,18.78,-110.95,1050,0,0,0,0
341022,Durango Volcanic Field,Pyroclastic cone(s),Unknown,Mexico,M̩xico and Central America,Mexico,24.15,-104.45,2075,571282,571282,571282,797133
341023,"Isabel, Isla",Tuff cone(s),Unknown,Mexico,M̩xico and Central America,Mexico,21.848,-105.886,95,0,0,0,0
341024,Sanganguey,Stratovolcano,Unknown,Mexico,M̩xico and Central America,Mexico,21.45,-104.73,2340,101,7622,403964,993475
341030,Ceboruco,Stratovolcano,1875,Mexico,M̩xico and Central America,Mexico,21.125,-104.508,2280,616,30319,93057,1282014
341031,Mascota Volcanic Field,Pyroclastic cone(s),Unknown,Mexico,M̩xico and Central America,Mexico,20.567,-104.817,2525,16293,16293,31760,1083467
341040,Colima,Stratovolcano(es),2019,Mexico,M̩xico and Central America,Mexico,19.514,-103.62,3850,76,746,303490,1494790
341060,Michoacan-Guanajuato,Pyroclastic cone(s),1952,Mexico,M̩xico and Central America,Mexico,19.85,-101.75,3860,5783287,5783287,5783287,5783287
341061,Zitacuaro-Valle de Bravo,Caldera,-3050,Mexico,M̩xico and Central America,Mexico,19.4,-100.25,3500,231977,231977,490440,4838069
341062,Jocotitlan,Stratovolcano,1270,Mexico,M̩xico and Central America,Mexico,19.73,-99.758,3900,7220,84108,630469,24986674
341070,"Toluca, Nevado de",Stratovolcano,-1350,Mexico,M̩xico and Central America,Mexico,19.108,-99.758,4680,126,1240,1626432,25247342
341080,Chichinautzin,Volcanic field,400,Mexico,M̩xico and Central America,Mexico,19.08,-99.13,3930,584725,584725,4061942,28030794
341081,Papayo,Lava dome,Unknown,Mexico,M̩xico and Central America,Mexico,19.308,-98.7,3600,377,2081,2207308,28677002
341082,Iztaccihuatl,Stratovolcano,Unknown,Mexico,M̩xico and Central America,Mexico,19.179,-98.642,5230,98,1343,1036172,27276280
341090,Popocatepetl,Stratovolcano(es),2022,Mexico,M̩xico and Central America,Mexico,19.023,-98.622,5393,325,2584,634054,26509510
341091,"Malinche, La",Stratovolcano,-1170,Mexico,M̩xico and Central America,Mexico,19.231,-98.032,4461,46,2769,2324232,8225539
341092,Serdan-Oriental,Tuff cone(s),Unknown,Mexico,M̩xico and Central America,Mexico,19.27,-97.47,3485,93158,93158,211350,7672879
341093,"Humeros, Los",Caldera(s),-4470,Mexico,M̩xico and Central America,Mexico,19.68,-97.45,3150,7461,27331,566898,5710131
341094,"Atlixcos, Los",Shield,Unknown,Mexico,M̩xico and Central America,Mexico,19.81,-96.527,775,5792,13732,115456,2971490
341095,Naolinco Volcanic Field,Pyroclastic cone(s),-1200,Mexico,M̩xico and Central America,Mexico,19.67,-96.75,2000,108824,108824,739767,4184323
341096,Cofre de Perote,Compound,1150,Mexico,M̩xico and Central America,Mexico,19.492,-97.15,4282,658,18638,885440,4907992
341097,"Gloria, La",Volcanic field,Unknown,Mexico,M̩xico and Central America,Mexico,19.33,-97.25,3500,108512,108512,290739,5697562
341098,"Cumbres,  Las",Stratovolcano,-3920,Mexico,M̩xico and Central America,Mexico,19.15,-97.27,3940,113,1923,315004,6365085
341100,"Orizaba, Pico de",Stratovolcano,1846,Mexico,M̩xico and Central America,Mexico,19.03,-97.27,5564,413,4469,759747,5962920
341110,San Martin,Shield,1796,Mexico,M̩xico and Central America,Mexico,18.57,-95.2,1650,280,3581,259640,1645811
341120,"Chichon, El",Lava dome(s),1982,Mexico,M̩xico and Central America,Mexico,17.36,-93.228,1150,3759,11000,143015,3570632
342020,Tajumulco,Stratovolcano,Unknown,Guatemala,M̩xico and Central America,Guatemala,15.043,-91.903,4203,2398,71560,796805,5255535
342030,Santa Maria,Stratovolcano,2022,Guatemala,M̩xico and Central America,Guatemala,14.757,-91.552,3745,8675,119462,1259600,6197420
342040,Almolonga,Stratovolcano,1818,Guatemala,M̩xico and Central America,Guatemala,14.797,-91.519,3173,91323,287487,1126942,6828403
342060,Atitlan,Stratovolcano(es),1853,Guatemala,M̩xico and Central America,Guatemala,14.583,-91.186,3535,2303,70431,664649,8029695
342070,Toliman,Stratovolcano(es),Unknown,Guatemala,M̩xico and Central America,Guatemala,14.612,-91.189,3158,5641,67361,703786,8130714
342080,Acatenango,Stratovolcano(es),1972,Guatemala,M̩xico and Central America,Guatemala,14.501,-90.876,3976,4329,60730,1042836,7634778
342090,Fuego,Stratovolcano(es),2022,Guatemala,M̩xico and Central America,Guatemala,14.473,-90.88,3763,1373,54332,1016339,7677809
342100,Agua,Stratovolcano,Unknown,Guatemala,M̩xico and Central America,Guatemala,14.465,-90.743,3760,9890,114404,2530449,7441660
342110,Pacaya,Complex,2021,Guatemala,M̩xico and Central America,Guatemala,14.382,-90.601,2569,4250,53579,2454482,7033094
342111,Cuilapa-Barbarena,Volcanic field,Unknown,Guatemala,M̩xico and Central America,Guatemala,14.33,-90.4,1454,119602,119602,987252,6943297
342120,Tecuamburro,Stratovolcano,-960,Guatemala,M̩xico and Central America,Guatemala,14.156,-90.407,1845,1939,29560,313834,6874746
342121,Jumaytepeque,Stratovolcano,Unknown,Guatemala,M̩xico and Central America,Guatemala,14.34,-90.271,1802,11369,79805,429177,7084813
342130,Moyuta,Stratovolcano,Unknown,Guatemala,M̩xico and Central America,Guatemala,14.03,-90.1,1662,3457,15469,394687,7064437
342140,Flores,Volcanic field,Unknown,Guatemala,M̩xico and Central America,Guatemala,14.308,-89.992,1600,205145,205145,397357,7489933
342141,Tahual,Stratovolcano,Unknown,Guatemala,M̩xico and Central America,Guatemala,14.43,-89.9,1716,10052,49010,449894,7570087
342150,"Santiago, Cerro",Volcanic field,Unknown,Guatemala,M̩xico and Central America,Guatemala,14.33,-89.87,1192,226325,226325,405083,8210264
342160,Suchitan,Stratovolcano(es),Unknown,Guatemala,M̩xico and Central America,Guatemala,14.4,-89.78,2042,4149,49376,421074,8257118
342180,Ixtepeque,Lava dome(s),Unknown,Guatemala,M̩xico and Central America,Guatemala,14.42,-89.68,1292,131906,131906,374232,8263727
342190,Ipala,Stratovolcano,Unknown,Guatemala,M̩xico and Central America,Guatemala,14.55,-89.63,1650,3381,25003,332154,6136659
342200,Chiquimula Volcanic Field,Pyroclastic cone(s),Unknown,Guatemala,M̩xico and Central America,Guatemala,14.83,-89.55,1192,240892,240892,412617,3740914
343002,"Singuil, Cerro",Pyroclastic cone(s),Unknown,El Salvador,M̩xico and Central America,El Salvador and Honduras,14.054,-89.631,926,25874,156926,883616,6672302
343010,Apaneca Range,Stratovolcano(es),Unknown,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.872,-89.742,2028,11141,151502,1113282,6215853
343020,Santa Ana,Stratovolcano,2005,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.853,-89.63,2381,489,21653,1240131,6486880
343030,Izalco,Stratovolcano,1966,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.813,-89.633,1950,937,55665,1272308,6415818
343041,Coatepeque Caldera,Caldera,Unknown,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.87,-89.55,746,616730,616730,1210307,6486011
343050,San Salvador,Stratovolcano,1917,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.734,-89.294,1893,29514,800780,2857563,6366833
343051,"Cinotepeque, Cerro",Volcanic field,Unknown,El Salvador,M̩xico and Central America,El Salvador and Honduras,14.02,-89.25,665,9831,60668,743867,6953850
343052,Guazapa,Stratovolcano,Unknown,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.9,-89.12,1438,6492,94131,2488228,6800406
343060,Ilopango,Caldera,1880,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.672,-89.053,450,2049583,2049583,2948989,6689160
343070,San Vicente,Stratovolcano,Unknown,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.595,-88.837,2182,7505,103854,864425,6349950
343071,Apastepeque Field,Volcanic field,Unknown,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.72,-88.77,700,377730,377730,687849,6372608
343072,Taburete,Stratovolcano,Unknown,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.435,-88.532,1172,11815,71829,581517,5543122
343080,Tecapa,Stratovolcano,Unknown,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.494,-88.502,1593,37337,80502,590144,5599535
343081,Usulutan,Stratovolcano,Unknown,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.419,-88.471,1449,22940,154864,610124,5434637
343082,"Tigre, El",Stratovolcano,Unknown,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.47,-88.43,1640,24354,112718,786750,5456104
343090,Chinameca,Stratovolcano,Unknown,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.478,-88.33,1300,14998,89206,824983,4897760
343100,San Miguel,Stratovolcano,2020,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.434,-88.269,2130,1232,63007,796482,3633885
343101,"Aramuaca, Laguna",Maar,Unknown,El Salvador,M̩xico and Central America,El Salvador and Honduras,13.428,-88.105,181,15772,132109,699308,3009012
343130,"Tigre, Isla del",Stratovolcano,Unknown,Honduras,M̩xico and Central America,El Salvador and Honduras,13.274,-87.639,774,5000,9983,156692,2725661
343140,"Zacate Grande, Isla",Stratovolcano,Unknown,Honduras,M̩xico and Central America,El Salvador and Honduras,13.33,-87.63,640,7059,11942,195736,3647832
343150,"Yojoa, Lago",Volcanic field,-7638,Honduras,M̩xico and Central America,El Salvador and Honduras,14.964,-87.983,1060,123374,123374,279991,3336190
344010,Cosiguina,Stratovolcano,1859,Nicaragua,M̩xico and Central America,Nicaragua,12.98,-87.57,872,143,4114,18876,2179830
344020,San Cristobal,Stratovolcano,2022,Nicaragua,M̩xico and Central America,Nicaragua,12.702,-87.004,1745,208,7876,351227,2002579
344040,Telica,Stratovolcano(es),2022,Nicaragua,M̩xico and Central America,Nicaragua,12.606,-86.84,1036,1079,21990,327294,2982538
344060,Rota,Stratovolcano,Unknown,Nicaragua,M̩xico and Central America,Nicaragua,12.55,-86.75,832,4930,16664,319797,3503709
344070,"Negro, Cerro",Pyroclastic cone(s),1999,Nicaragua,M̩xico and Central America,Nicaragua,12.506,-86.702,728,1690,10243,296320,3540933
344080,"Pilas, Las",Complex,1954,Nicaragua,M̩xico and Central America,Nicaragua,12.495,-86.688,1088,182,8324,299481,3351820
344090,Momotombo,Stratovolcano,2016,Nicaragua,M̩xico and Central America,Nicaragua,12.423,-86.539,1270,100,1851,98583,3569021
344091,Apoyeque,Pyroclastic shield,-50,Nicaragua,M̩xico and Central America,Nicaragua,12.242,-86.342,518,2369,116718,1342581,3445854
344092,Nejapa-Miraflores,Fissure vent(s),1060,Nicaragua,M̩xico and Central America,Nicaragua,12.12,-86.32,360,295906,870837,1610426,3062823
344100,Masaya,Caldera,2022,Nicaragua,M̩xico and Central America,Nicaragua,11.985,-86.165,594,989888,989888,1914707,2926954
344101,Granada,Fissure vent(s),Unknown,Nicaragua,M̩xico and Central America,Nicaragua,11.9,-85.979,250,105952,137880,678798,2722372
344110,Mombacho,Stratovolcano,Unknown,Nicaragua,M̩xico and Central America,Nicaragua,11.826,-85.968,1344,656,56671,621451,2709304
344111,Zapatera,Shield,Unknown,Nicaragua,M̩xico and Central America,Nicaragua,11.73,-85.82,629,136,2104,214864,2537550
344120,Concepcion,Stratovolcano,2011,Nicaragua,M̩xico and Central America,Nicaragua,11.538,-85.622,1700,14072,28900,92378,2266903
344131,Esteli,Fissure vent(s),Unknown,Nicaragua,M̩xico and Central America,Nicaragua,13.17,-86.4,899,133804,133804,246244,2574633
344132,"Ciguatepe, Cerro el",Stratovolcano,Unknown,Nicaragua,M̩xico and Central America,Nicaragua,12.53,-86.142,603,100,3187,88943,3635767
344133,"Lajas, Las",Shield,Unknown,Nicaragua,M̩xico and Central America,Nicaragua,12.3,-85.73,926,1901,11384,130109,3304910
345010,Orosi,Stratovolcano(es),Unknown,Costa Rica,M̩xico and Central America,Costa Rica,10.98,-85.473,1659,43,1024,31463,588207
345020,Rincon de la Vieja,Complex,2022,Costa Rica,M̩xico and Central America,Costa Rica,10.83,-85.324,1916,271,1428,78668,659105
345030,Miravalles,Stratovolcano,1946,Costa Rica,M̩xico and Central America,Costa Rica,10.748,-85.153,2028,79,7492,61875,757945
345031,Tenorio,Stratovolcano(es),Unknown,Costa Rica,M̩xico and Central America,Costa Rica,10.673,-85.015,1916,436,11670,92344,943351
345033,Arenal,Stratovolcano,2010,Costa Rica,M̩xico and Central America,Costa Rica,10.463,-84.703,1670,3429,15643,96512,3027485
